,DATE,IMPRESSIONS,CLICKS,SPEND,SEARCH_IMPRESSION_SHARE,CPC,ELLIGIBLE IMPRESSIONS
0,2022-01-01,174.0,26.0,356.86,0.5735,2.050919540229885,303.4001743679163
1,2022-01-02,174.0,14.0,321.8,0.8540000000000001,1.849425287356322,203.7470725995316
2,2022-01-03,665.0,102.0,900.48,0.8212,1.3541052631578947,809.7905504140282
3,2022-01-04,649.0,104.0,912.57,0.7356,1.4061171032357473,882.2729744426318
4,2022-01-05,742.0,138.0,1367.08,0.8007,1.8424258760107817,926.6891469963782
5,2022-01-06,697.0,125.0,1388.9900000000002,0.9006000000000001,1.9928120516499286,773.9284921163668
6,2022-01-07,743.0,131.0,1412.4899999999998,0.9520000000000001,1.9010632570659485,780.4621848739495
7,2022-01-08,341.0,59.0,699.51,0.9684,2.051348973607038,352.12722015695994
8,2022-01-09,350.0,56.0,660.4699999999999,0.9678,1.8870571428571425,361.64496796858856
9,2022-01-10,820.0,133.0,1279.33,0.7890999999999999,1.5601585365853659,1039.1585350399191
10,2022-01-11,846.0,137.0,1384.44,0.6231,1.63645390070922,1357.7274915743862
11,2022-01-12,818.0,132.0,1251.76,0.6978,1.5302689486552568,1172.2556606477501
12,2022-01-13,678.0,137.0,1327.63,0.7026,1.958156342182891,964.9871904355252
13,2022-01-14,616.0,86.0,812.41,0.8601000000000001,1.3188474025974026,716.1957911870712
14,2022-01-15,203.0,29.0,280.83,0.9718000000000001,1.383399014778325,208.8907182547849
15,2022-01-16,179.0,34.0,468.22,0.9601000000000001,2.615754189944134,186.43891261326945
16,2022-01-17,616.0,103.0,1086.2,0.773,1.7633116883116884,796.895213454075
17,2022-01-18,911.0,164.0,1832.6699999999998,0.7159,2.011712403951701,1272.5240955440704
18,2022-01-19,868.0,135.0,1296.5900000000001,0.7620999999999999,1.493767281105991,1138.958141976119
19,2022-01-20,941.0,171.0,1396.88,0.7064,1.4844633368756643,1332.106455266138
20,2022-01-21,830.0,119.0,1127.1000000000001,0.7295999999999999,1.3579518072289158,1137.6096491228072
21,2022-01-22,362.0,61.0,661.62,0.8955,1.8276795580110496,404.24343941931886
22,2022-01-23,332.0,58.0,651.63,0.8022,1.9627409638554216,413.8618798304662
23,2022-01-24,878.0,137.0,1211.97,0.725,1.3803758542141231,1211.0344827586207
24,2022-01-25,831.0,156.0,1410.0300000000002,0.1241,1.6967870036101085,6696.21273166801
25,2022-01-26,928.0,168.0,1500.76,0.1376,1.6171982758620689,6744.186046511628
26,2022-01-27,466.0,77.0,471.24,0.1234,1.011244635193133,3776.3371150729336
27,2022-01-28,565.0,93.0,343.78999999999996,0.1,0.6084778761061946,5650.0
28,2022-01-29,245.0,45.0,274.19,0.11130000000000001,1.1191428571428572,2201.25786163522
29,2022-01-30,249.0,35.0,226.1,0.1247,0.9080321285140562,1996.7923015236568
30,2022-01-31,646.0,120.0,570.79,0.11410000000000001,0.8835758513931888,5661.7002629272565
31,2022-02-01,683.0,97.0,532.58,0.1493,0.779765739385066,4574.681848626926
32,2022-02-02,692.0,125.0,677.77,0.4008,0.9794364161849711,1726.5469061876247
33,2022-02-03,710.0,130.0,666.47,0.3323,0.9386901408450704,2136.623532952152
34,2022-02-04,782.0,119.0,583.9300000000001,0.3874,0.7467135549872124,2018.5854414042333
35,2022-02-05,348.0,61.0,359.92,0.39030000000000004,1.0342528735632184,891.6218293620291
36,2022-02-06,408.0,68.0,414.04,0.4471,1.0148039215686275,912.5475285171103
37,2022-02-07,671.0,111.0,812.25,0.5115,1.2105067064083457,1311.8279569892475
38,2022-02-08,697.0,121.0,1205.35,0.7031000000000001,1.7293400286944045,991.3241359692788
39,2022-02-09,808.0,130.0,1124.02,0.4409,1.3911138613861387,1832.615105466092
40,2022-02-10,912.0,130.0,1284.56,0.43119999999999997,1.4085087719298246,2115.027829313544
41,2022-02-11,704.0,115.0,1090.0,0.3889,1.5482954545454546,1810.2339933144767
42,2022-02-12,227.0,33.0,536.67,0.7354,2.3641850220264313,308.6755507206962
43,2022-02-13,243.0,25.0,319.14,0.9116,1.3133333333333332,266.564282580079
44,2022-02-14,1020.0,183.0,1963.56,0.5185,1.9250588235294117,1967.2131147540986
45,2022-02-15,1019.0,172.0,1801.78,0.4086,1.7681844946025516,2493.8815467449826
46,2022-02-16,875.0,125.0,1273.49,0.423,1.455417142857143,2068.5579196217495
47,2022-02-17,926.0,135.0,1516.1499999999999,0.30260000000000004,1.6373110151187904,3060.1454064771974
48,2022-02-18,855.0,123.0,1345.94,0.39640000000000003,1.5741988304093568,2156.9122098890007
49,2022-02-19,321.0,61.0,717.65,0.4704,2.235669781931464,682.3979591836735
50,2022-02-20,316.0,54.0,646.75,0.4982,2.0466772151898733,634.2834203131273
51,2022-02-21,777.0,120.0,1310.25,0.3832,1.6862934362934363,2027.6617954070982
52,2022-02-22,930.0,121.0,1237.1,0.3807,1.3302150537634407,2442.868400315209
53,2022-02-23,836.0,151.0,1652.53,0.304,1.9767105263157894,2750.0
54,2022-02-24,929.0,154.0,1706.94,0.31170000000000003,1.8373950484391819,2980.429900545396
55,2022-02-25,792.0,134.0,1692.7399999999998,0.47200000000000003,2.1372979797979794,1677.966101694915
56,2022-02-26,273.0,51.0,648.9,0.5901,2.376923076923077,462.6334519572954
57,2022-02-27,368.0,38.0,481.64,0.3465,1.308804347826087,1062.049062049062
58,2022-02-28,954.0,172.0,1927.25,0.1,2.0201781970649897,9540.0
59,2022-03-01,958.0,135.0,1300.73,0.8721,1.3577557411273486,1098.4978786836373
60,2022-03-02,829.0,147.0,1541.28,0.5463,1.8592038600723764,1517.4812374153396
61,2022-03-03,845.0,137.0,1384.39,0.2492,1.6383313609467456,3390.8507223113966
62,2022-03-04,738.0,120.0,1225.9799999999998,0.3649,1.6612195121951217,2022.4719101123596
63,2022-03-05,314.0,53.0,638.0699999999999,0.5804,2.0320700636942672,541.0062026188835
64,2022-03-06,340.0,59.0,494.63,0.7940999999999999,1.454794117647059,428.15766276287627
65,2022-03-07,752.0,120.0,1104.93,0.8337,1.4693218085106383,902.0031186278038
66,2022-03-08,759.0,131.0,1082.09,0.8783,1.4256785243741765,864.1694181942389
67,2022-03-09,811.0,121.0,959.32,0.9212,1.18288532675709,880.3734259661311
68,2022-03-10,709.0,122.0,1089.62,0.934,1.5368406205923835,759.1006423982869
69,2022-03-11,579.0,99.0,970.4300000000001,0.9277,1.6760449050086357,624.1241780748087
70,2022-03-12,237.0,37.0,383.82,0.9377,1.6194936708860759,252.7460808360883
71,2022-03-13,265.0,41.0,321.3,0.9643999999999999,1.2124528301886792,274.7822480298631
72,2022-03-14,789.0,160.0,1357.04,0.7807999999999999,1.7199493029150823,1010.502049180328
73,2022-03-15,933.0,160.0,1375.85,0.7791,1.4746516613076097,1197.5356180207932
74,2022-03-16,898.0,153.0,1255.56,0.7315999999999999,1.398173719376392,1227.4466921815201
75,2022-03-17,840.0,163.0,1376.07,0.6857,1.6381785714285713,1225.0255213650285
76,2022-03-18,736.0,120.0,1063.51,0.7252,1.4449864130434782,1014.892443463872
77,2022-03-19,320.0,53.0,433.59999999999997,0.7456999999999999,1.355,429.1269947700148
78,2022-03-20,302.0,43.0,454.46999999999997,0.7823,1.5048675496688741,386.041160680046
79,2022-03-21,803.0,147.0,1254.3400000000001,0.679,1.5620672478206727,1182.621502209131
80,2022-03-22,951.0,169.0,1293.57,0.6617000000000001,1.3602208201892745,1437.2071935922622
81,2022-03-23,947.0,164.0,1245.76,0.7041,1.315480464625132,1344.9794063343277
82,2022-03-24,802.0,114.0,896.3799999999999,0.6695,1.1176807980049874,1197.9088872292757
83,2022-03-25,688.0,127.0,1024.94,0.6668999999999999,1.4897383720930233,1031.6389263757685
84,2022-03-26,263.0,44.0,374.62,0.7739,1.4244106463878328,339.837188267218
85,2022-03-27,226.0,34.0,364.15,0.7368000000000001,1.611283185840708,306.7318132464712
86,2022-03-28,885.0,175.0,1579.9099999999999,0.652,1.7852090395480225,1357.361963190184
87,2022-03-29,370.0,70.0,635.29,0.5911,1.7169999999999999,625.9516156318729
88,2022-03-30,125.0,3.0,0.89,0.1,0.0071200000000000005,1250.0
89,2022-03-31,134.0,6.0,1.41,0.1,0.010522388059701493,1340.0
90,2022-04-01,369.0,44.0,335.29999999999995,0.13019999999999998,0.9086720867208671,2834.1013824884794
91,2022-04-02,191.0,29.0,246.86999999999998,0.3041,1.2925130890052354,628.0828674778033
92,2022-04-03,196.0,26.0,299.65,0.4393,1.5288265306122448,446.16435237878443
93,2022-04-04,510.0,77.0,539.78,0.4458,1.058392156862745,1144.0107671601615
94,2022-04-05,383.0,56.0,549.9300000000001,0.41359999999999997,1.4358485639686687,926.0154738878144
95,2022-04-06,441.0,66.0,546.4,0.1857,1.239002267573696,2374.798061389338
96,2022-04-07,425.0,70.0,537.1700000000001,0.2916,1.263929411764706,1457.4759945130313
97,2022-04-08,417.0,77.0,634.9,0.5872999999999999,1.5225419664268585,710.0289460241785
98,2022-04-09,171.0,13.0,133.76999999999998,0.2741,0.7822807017543859,623.859905144108
99,2022-04-10,162.0,24.0,246.02,0.5311,1.518641975308642,305.02730182639806
100,2022-04-11,655.0,97.0,769.6700000000001,0.8733,1.1750687022900765,750.0286270468339
101,2022-04-12,964.0,149.0,1097.75,0.8946,1.1387448132780082,1077.5765705343172
102,2022-04-13,1057.0,158.0,1188.16,0.897,1.1240870387890256,1178.3723522853957
103,2022-04-14,952.0,143.0,998.47,0.9233,1.048813025210084,1031.0841546626232
104,2022-04-15,711.0,108.0,813.1700000000001,0.9459000000000001,1.1436990154711675,751.6650808753567
105,2022-04-16,267.0,41.0,168.27,0.9636,0.6302247191011237,277.08592777085926
106,2022-04-17,261.0,26.0,129.85999999999999,0.9548000000000001,0.4975478927203065,273.355676581483
107,2022-04-18,873.0,151.0,1006.27,0.9353,1.1526575028636885,933.3903560354967
108,2022-04-19,973.0,161.0,1332.31,0.9397,1.3692805755395683,1035.436841545174
109,2022-04-20,984.0,171.0,1344.3899999999999,0.9369,1.36625,1050.2721741914827
110,2022-04-21,951.0,146.0,1291.6799999999998,0.9512,1.3582334384858041,999.789739276703
111,2022-04-22,773.0,105.0,830.02,0.7348,1.073764553686934,1051.9869352204682
112,2022-04-23,268.0,49.0,458.19,0.5710999999999999,1.7096641791044775,469.26983015233765
113,2022-04-24,302.0,44.0,499.03,0.6145,1.6524172185430464,491.45646867371846
114,2022-04-25,958.0,124.0,1144.82,0.3935,1.195010438413361,2434.561626429479
115,2022-04-26,1134.0,167.0,1635.54,0.3089,1.4422751322751322,3671.090967950793
116,2022-04-27,1046.0,167.0,1502.6,0.2559,1.4365200764818356,4087.5341930441577
117,2022-04-28,935.0,158.0,1389.84,0.20629999999999998,1.4864598930481283,4532.234609791566
118,2022-04-29,836.0,151.0,1197.8200000000002,0.44420000000000004,1.432799043062201,1882.0351193156234
119,2022-04-30,317.0,58.0,426.43,0.1,1.345205047318612,3170.0
120,2022-05-01,311.0,47.0,443.31,0.373,1.4254340836012862,833.7801608579089
121,2022-05-02,937.0,155.0,1457.73,0.797,1.5557417289220918,1175.6587202007527
122,2022-05-03,979.0,158.0,1577.18,0.862,1.6110112359550564,1135.7308584686775
123,2022-05-04,1065.0,139.0,1416.63,0.8371999999999999,1.330169014084507,1272.0974677496417
124,2022-05-05,909.0,151.0,1333.87,0.847,1.4674037403740372,1073.1995277449823
125,2022-05-06,809.0,101.0,1129.6100000000001,0.8756,1.3963040791100125,923.937871174052
126,2022-05-07,318.0,38.0,319.52000000000004,0.9389,1.0047798742138365,338.6942166364895
127,2022-05-08,219.0,18.0,178.77,0.9185,0.8163013698630137,238.43222645617857
128,2022-05-09,928.0,131.0,823.91,0.8506,0.8878340517241379,1090.9945920526686
129,2022-05-10,1101.0,154.0,899.11,0.8301000000000001,0.816630336058129,1326.3462233465846
130,2022-05-11,999.0,127.0,755.66,0.9029,0.7564164164164164,1106.4348211319082
131,2022-05-12,954.0,117.0,752.99,0.8629000000000001,0.7892976939203354,1105.5742264457062
132,2022-05-13,801.0,113.0,666.78,0.9018999999999999,0.8324344569288389,888.1250692981484
133,2022-05-14,292.0,41.0,245.19,0.94,0.8396917808219178,310.63829787234044
134,2022-05-15,333.0,54.0,348.23,0.9329000000000001,1.0457357357357357,356.9514417408082
135,2022-05-16,840.0,103.0,557.4200000000001,0.882,0.6635952380952381,952.3809523809524
136,2022-05-17,816.0,106.0,550.34,0.88,0.6744362745098039,927.2727272727273
137,2022-05-18,989.0,135.0,538.39,0.9131999999999999,0.5443781597573306,1083.0048182216383
138,2022-05-19,821.0,105.0,357.52,0.9105,0.4354689403166869,901.7023613399232
139,2022-05-20,811.0,123.0,378.17,0.9106000000000001,0.4663008631319359,890.6215681967933
140,2022-05-21,244.0,25.0,62.809999999999995,0.9393,0.25741803278688524,259.76791227509847
141,2022-05-22,267.0,24.0,84.55,0.9401,0.31666666666666665,284.01233911286033
142,2022-05-23,912.0,118.0,265.34,0.7745000000000001,0.2909429824561403,1177.5338928340864
143,2022-05-24,886.0,110.0,239.6,0.8652,0.27042889390519187,1024.040684234859
144,2022-05-25,891.0,126.0,243.98000000000002,0.894,0.27382716049382716,996.6442953020133
145,2022-05-26,870.0,99.0,184.57,0.8987999999999999,0.2121494252873563,967.9572763684914
146,2022-05-27,701.0,90.0,177.89000000000001,0.4167,0.2537660485021398,1682.2654187664987
147,2022-05-28,263.0,30.0,56.36,0.5683,0.21429657794676807,462.7837409818757
148,2022-05-29,241.0,22.0,101.10000000000001,0.5111,0.4195020746887967,471.53198982586576
149,2022-05-30,253.0,20.0,55.010000000000005,0.9451,0.2174308300395257,267.6965400486721
150,2022-05-31,728.0,88.0,125.4,0.6259,0.17225274725274725,1163.125099856207
151,2022-06-01,727.0,64.0,169.26,0.8122,0.2328198074277854,895.0997291307559
152,2022-06-02,652.0,90.0,108.77,0.8996,0.16682515337423312,724.766562916852
153,2022-06-03,555.0,45.0,71.44,0.8432,0.12872072072072072,658.2068311195446
154,2022-06-04,194.0,12.0,25.2,0.9123,0.12989690721649483,212.64934780225803
155,2022-06-05,192.0,18.0,32.07,0.9186,0.16703125,209.01371652514698
156,2022-06-06,303.0,39.0,169.94,0.9405,0.5608580858085809,322.1690590111643
157,2022-06-07,735.0,114.0,220.58,0.8356,0.30010884353741496,879.607467687889
158,2022-06-08,831.0,113.0,223.68,0.7399,0.2691696750902527,1123.1247465873766
159,2022-06-09,685.0,101.0,206.85,0.8311,0.301970802919708,824.2088797978583
160,2022-06-10,561.0,83.0,206.9,0.9018,0.3688057040998218,622.0891550232867
161,2022-06-11,225.0,24.0,101.58,0.927,0.4514666666666667,242.71844660194174
162,2022-06-12,263.0,21.0,93.07000000000001,0.9329999999999999,0.35387832699619776,281.88638799571277
163,2022-06-13,749.0,88.0,247.07,0.8756,0.3298664886515354,855.4134307903151
164,2022-06-14,811.0,75.0,233.29,0.8801000000000001,0.2876572133168927,921.4861947505964
165,2022-06-15,747.0,55.0,131.39,0.8715999999999999,0.17589022757697453,857.044515832951
166,2022-06-16,787.0,76.0,251.69,0.8259000000000001,0.3198094027954257,952.8998668119626
167,2022-06-17,593.0,49.0,136.32,0.8946999999999999,0.22988195615514334,662.7919973175367
168,2022-06-18,207.0,15.0,47.41,0.9398000000000001,0.22903381642512075,220.25962970844859
169,2022-06-19,190.0,12.0,28.0,0.9201999999999999,0.14736842105263157,206.47685285807435
170,2022-06-20,587.0,47.0,121.44,0.85,0.2068824531516184,690.5882352941177
171,2022-06-21,754.0,51.0,111.53999999999999,0.8359000000000001,0.1479310344827586,902.0217729393468
172,2022-06-22,774.0,47.0,101.77000000000001,0.821,0.1314857881136951,942.7527405602924
173,2022-06-23,739.0,59.0,107.01,0.8287,0.14480378890392423,891.7581754555328
174,2022-06-24,502.0,39.0,66.38,0.8497,0.13223107569721115,590.7967517947511
175,2022-06-25,126.0,9.0,15.7,0.9018,0.12460317460317459,139.7205588822355
176,2022-06-26,192.0,18.0,32.5,0.9231,0.16927083333333334,207.99480012999675
177,2022-06-27,530.0,36.0,73.93,0.8268000000000001,0.13949056603773585,641.025641025641
178,2022-06-28,559.0,28.0,68.3,0.8515,0.1221824686940966,656.4885496183206
179,2022-06-29,461.0,36.0,33.79,0.8556999999999999,0.07329718004338395,538.7402126913638
180,2022-06-30,517.0,43.0,51.16,0.8611,0.09895551257253385,600.3948438044362
181,2022-07-01,368.0,19.0,24.16,0.8576,0.06565217391304348,429.1044776119403
182,2022-07-02,78.0,4.0,3.5900000000000003,0.9298000000000001,0.04602564102564103,83.88900838890083
183,2022-07-03,92.0,3.0,3.9200000000000004,0.9223,0.042608695652173914,99.75062344139651
184,2022-07-04,147.0,6.0,4.24,0.9151,0.028843537414965988,160.63818161949513
185,2022-07-05,397.0,11.0,29.17,0.8212999999999999,0.07347607052896726,483.38000730549135
186,2022-07-06,452.0,22.0,26.009999999999998,0.8279000000000001,0.057544247787610615,545.9596569634014
187,2022-07-07,418.0,32.0,33.82,0.8541,0.08090909090909092,489.4040510478867
188,2022-07-08,348.0,16.0,12.97,0.8689,0.037270114942528736,400.5063873863506
189,2022-07-09,109.0,4.0,2.72,0.9176000000000001,0.024954128440366975,118.78814298169137
190,2022-07-10,90.0,6.0,13.610000000000001,0.9187000000000001,0.15122222222222223,97.96451507565037
191,2022-07-11,298.0,8.0,13.6,0.6987000000000001,0.04563758389261745,426.50636897094597
192,2022-07-12,299.0,15.0,22.67,0.7543000000000001,0.07581939799331104,396.39400768924827
193,2022-07-13,193.0,10.0,19.2,0.7678,0.09948186528497409,251.36754363115392
194,2022-07-14,168.0,3.0,3.55,0.6379,0.02113095238095238,263.364163662016
195,2022-07-15,101.0,3.0,5.58,0.6456999999999999,0.05524752475247525,156.41938980950908
196,2022-07-16,42.0,1.0,0.05,0.8228,0.0011904761904761906,51.04521147301896
197,2022-07-17,37.0,1.0,9.93,0.742,0.26837837837837836,49.86522911051213
198,2022-07-18,166.0,4.0,7.83,0.4947,0.04716867469879518,335.5569031736406
199,2022-07-19,46.0,5.0,22.73,0.8513,0.4941304347826087,54.035005286033126
200,2022-07-20,76.0,4.0,6.42,0.5546,0.08447368421052631,137.03570140641904
201,2022-07-21,41.0,3.0,6.2,0.725,0.15121951219512195,56.55172413793104
202,2022-07-22,40.0,6.0,6.82,0.7997,0.1705,50.01875703388771
203,2022-07-23,13.0,1.0,8.04,0.9177,0.6184615384615384,14.165849406124007
204,2022-07-24,9.0,3.0,3.85,0.9168000000000001,0.4277777777777778,9.81675392670157
205,2022-07-25,61.0,3.0,3.9299999999999997,0.743,0.06442622950819672,82.09959623149395
206,2022-07-26,48.0,3.0,0.23,0.7433,0.004791666666666667,64.57688685591282
207,2022-07-27,61.0,4.0,3.08,0.6979000000000001,0.050491803278688525,87.40507235993694
208,2022-07-28,48.0,3.0,13.28,0.7422,0.27666666666666667,64.6725949878739
209,2022-07-29,53.0,3.0,6.17,0.8270000000000001,0.11641509433962265,64.08706166868198
210,2022-07-30,25.0,2.0,3.84,0.8812000000000001,0.1536,28.37040399455288
211,2022-07-31,24.0,0.0,0.0,0.9064,0.0,26.4783759929391
212,2022-08-01,97.0,7.0,11.98,0.7203,0.12350515463917526,134.66611134249618
213,2022-08-02,96.0,2.0,14.09,0.6151,0.14677083333333332,156.07218338481547
214,2022-08-03,104.0,3.0,4.76,0.7857999999999999,0.04576923076923077,132.34919826927973
215,2022-08-04,110.0,3.0,13.32,0.8184,0.1210909090909091,134.40860215053763
216,2022-08-05,49.0,2.0,0.9299999999999999,0.8328,0.018979591836734692,58.83765609990394
217,2022-08-06,10.0,1.0,3.78,0.5282,0.378,18.93222264293828
218,2022-08-07,1.0,0.0,0.0,0.8341,0.0,1.1988970147464333
219,2022-08-08,44.0,6.0,15.08,0.7216,0.3427272727272727,60.97560975609756
220,2022-08-09,182.0,2.0,0.8300000000000001,0.7136,0.0045604395604395605,255.04484304932734
221,2022-08-10,223.0,9.0,20.66,0.6829000000000001,0.0926457399103139,326.54854297847413
222,2022-08-11,196.0,11.0,35.32,0.7314,0.18020408163265306,267.9792179382007
223,2022-08-12,172.0,11.0,34.62,0.7955,0.20127906976744184,216.21621621621622
224,2022-08-13,57.0,3.0,15.32,0.9003,0.2687719298245614,63.312229256914364
225,2022-08-14,34.0,1.0,0.1,0.8835999999999999,0.0029411764705882353,38.47894975101856
226,2022-08-15,244.0,7.0,24.86,0.7537,0.10188524590163935,323.73623457609125
227,2022-08-16,265.0,7.0,34.64,0.7613,0.13071698113207547,348.0887954814134
